Month_Year,Region,Crop,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Soil_Texture,Soil_Saturation_pct,Land_Size_acres,Past_Yield_tons_acre,Suitable_Crop
12-2025,Eastern,Maize,54.78,18.74,52.44,6.28,Loam,55.3,3.93,1.62,Maize
12-2025,Eastern,Maize,107.12,20.94,48.65,7.76,Loam,42.9,6.94,1.482,Maize
12-2025,Eastern,Millet,72.64,22.42,36.38,6.66,Sandy,33.4,6.36,0.651,Maize
12-2025,Eastern,Maize,34.72,26.61,61.99,6.16,Sandy,25.1,3.91,1.462,Maize
12-2025,Eastern,Maize,60.56,21.86,49.24,6.75,Sandy,12.5,8.65,0.867,Maize
12-2025,Eastern,Maize,86.58,25.4,51.05,5.77,Loam,65.5,9.21,2.029,Maize
12-2025,Eastern,Beans,16.15,22.75,50.51,7.05,Loam,51.5,9.45,0.417,Maize
12-2025,Eastern,Maize,1.89,24.26,31.07,5.82,Loam,39.9,2.9,0.056,Maize
12-2025,Eastern,Maize,71.57,24.33,66.66,5.57,Loam,51.9,9.69,1.735,Maize
12-2025,Eastern,Beans,98.47,25.58,40.9,6.67,Sandy Loam,47.0,3.63,1.018,Maize
12-2025,Eastern,Maize,63.54,25.21,45.73,6.75,Loam,58.2,9.84,1.088,Maize
12-2025,Eastern,Beans,79.33,23.89,53.09,6.32,Sandy,44.0,9.03,0.515,Maize
12-2025,Eastern,Millet,33.48,24.5,42.42,6.97,Loam,49.9,9.68,0.222,Maize
12-2025,Eastern,Maize,101.25,21.72,58.16,6.74,Sandy Loam,24.7,5.61,1.069,Maize
12-2025,Eastern,Millet,59.0,23.47,39.0,7.1,Loam,66.0,5.45,0.357,Maize
12-2025,Eastern,Millet,73.69,23.09,49.31,6.37,Sandy,21.5,5.6,0.545,Maize
12-2025,Eastern,Beans,45.51,27.72,56.0,6.41,Sandy,19.3,2.24,0.812,Maize
12-2025,Eastern,Beans,102.39,28.27,52.44,6.91,Loam,62.5,7.84,0.73,Maize
12-2025,Eastern,Millet,122.73,29.16,68.89,7.34,Sandy Loam,41.3,1.17,0.654,Maize
12-2025,Eastern,Beans,76.67,31.23,40.1,6.41,Sandy,27.3,3.22,0.575,Maize
12-2025,Eastern,Millet,61.99,26.03,43.57,7.5,Sandy,5.0,8.17,0.549,Maize
12-2025,Eastern,Maize,60.01,25.99,42.47,7.02,Loam,38.4,5.27,0.777,Maize
12-2025,Eastern,Maize,34.06,24.73,55.91,5.41,Sandy Loam,35.5,3.64,0.824,Maize
12-2025,Eastern,Beans,76.68,28.19,52.71,6.44,Sandy Loam,26.8,6.08,1.01,Maize
12-2025,Eastern,Millet,55.89,17.19,54.03,6.38,Sandy,15.8,4.1,0.436,Maize
12-2025,Eastern,Beans,69.26,27.05,56.96,4.83,Sandy Loam,46.8,2.08,0.356,Maize
12-2025,Eastern,Maize,91.79,25.19,42.69,6.84,Loam,55.9,9.28,1.699,Maize
12-2025,Eastern,Maize,25.22,24.11,46.34,6.43,Sandy,29.8,7.45,1.534,Maize
12-2025,Coastal,Maize,70.84,28.53,84.18,5.68,Sandy,30.5,9.65,1.46,Maize
12-2025,Coastal,Maize,29.21,29.39,74.46,5.8,Sandy,31.0,8.4,0.608,Maize
12-2025,Coastal,Maize,47.99,25.85,79.85,5.74,Clay Loam,70.7,4.55,1.96,Maize
12-2025,Coastal,Beans,140.7,30.9,86.43,6.23,Sandy,33.0,2.28,0.57,Maize
12-2025,Coastal,Maize,199.28,28.47,96.33,6.17,Clay Loam,80.4,5.88,0.891,Maize
12-2025,Coastal,Maize,80.1,29.46,73.9,5.69,Clay Loam,67.3,1.66,1.98,Maize
12-2025,Coastal,Maize,126.35,26.16,73.18,7.04,Sandy,33.9,5.72,1.304,Maize
12-2025,Coastal,Maize,169.55,26.55,77.65,5.63,Sandy Loam,60.4,6.81,2.017,Maize
12-2025,Coastal,Maize,83.79,24.94,69.04,5.36,Sandy Loam,19.1,1.35,1.142,Maize
12-2025,Coastal,Beans,7.78,27.98,74.47,6.78,Sandy,32.3,2.54,0.406,Millet
12-2025,Coastal,Beans,86.45,27.02,85.11,5.49,Sandy,21.1,7.44,0.446,Maize
12-2025,Coastal,Beans,127.59,28.1,79.73,5.94,Sandy,25.2,7.72,0.709,Maize
12-2025,Coastal,Millet,118.07,30.13,74.31,5.54,Sandy Loam,38.7,6.59,0.87,Maize
12-2025,Coastal,Maize,102.77,28.66,84.14,5.53,Clay Loam,72.6,5.11,1.84,Maize
12-2025,Coastal,Maize,147.2,30.34,82.62,5.93,Sandy,22.6,1.05,1.315,Maize
12-2025,Coastal,Beans,149.32,24.37,81.76,6.85,Clay Loam,81.6,8.33,1.234,Maize
12-2025,Coastal,Millet,116.15,29.04,84.81,6.5,Sandy,25.7,5.26,0.739,Maize
12-2025,Coastal,Millet,195.09,30.9,86.88,6.31,Clay Loam,83.5,5.38,0.937,Maize
12-2025,Coastal,Maize,140.71,27.08,78.77,6.69,Sandy Loam,41.7,7.76,0.717,Maize
12-2025,Coastal,Maize,45.51,28.59,79.19,7.17,Sandy Loam,41.7,8.89,1.074,Maize
12-2025,Coastal,Maize,201.14,27.68,75.43,6.04,Sandy Loam,37.2,2.13,1.464,Maize
12-2025,Coastal,Millet,79.89,28.83,78.07,6.04,Clay Loam,68.9,9.66,0.84,Maize
12-2025,Coastal,Maize,156.28,25.12,96.67,6.92,Clay Loam,60.3,9.31,1.947,Maize
12-2025,Coastal,Maize,48.25,32.19,72.63,6.02,Clay Loam,68.3,6.12,1.793,Maize
12-2025,Coastal,Beans,138.82,27.55,79.94,6.1,Sandy Loam,49.0,8.29,0.681,Maize
12-2025,Coastal,Beans,81.43,28.09,72.15,5.55,Sandy,22.0,3.68,0.483,Maize
12-2025,Coastal,Maize,5.51,27.78,80.88,6.32,Sandy,27.3,1.98,1.419,Millet
12-2025,Coastal,Maize,118.84,27.65,89.06,5.77,Sandy,6.8,2.25,1.777,Maize
12-2025,Coastal,Beans,59.39,27.8,71.68,5.55,Sandy,17.3,4.05,0.772,Maize
12-2025,Coastal,Beans,185.36,26.84,82.54,5.22,Clay Loam,75.1,2.38,0.843,Maize
12-2025,Coastal,Beans,7.67,25.86,65.55,5.84,Sandy Loam,44.3,1.5,0.555,Maize
12-2025,Coastal,Maize,84.24,26.62,63.66,6.0,Sandy Loam,34.2,7.18,2.026,Maize
12-2025,Coastal,Beans,82.85,27.04,71.04,5.56,Sandy Loam,50.8,5.15,0.477,Maize
12-2025,North Eastern,Millet,46.6,30.96,23.27,7.36,Sandy Loam,41.6,1.82,0.388,Millet
12-2025,North Eastern,Millet,32.51,38.23,37.41,7.06,Sandy Loam,33.1,8.63,0.322,Millet
12-2025,North Eastern,Millet,57.73,32.26,31.2,6.57,Sandy Loam,46.1,5.17,0.723,Millet
12-2025,North Eastern,Millet,15.2,27.92,22.58,6.76,Sandy,15.0,3.19,0.546,Millet
12-2025,North Eastern,Millet,0.0,30.24,32.69,7.65,Sandy,39.5,6.66,0.05,Millet
12-2025,North Eastern,Millet,48.79,35.59,27.26,6.23,Sandy,25.2,2.59,0.396,Millet
12-2025,North Eastern,Millet,45.14,33.58,36.79,7.23,Sandy,39.7,7.17,0.674,Millet
12-2025,North Eastern,Millet,30.27,32.5,12.85,7.16,Sandy Loam,32.4,8.25,0.387,Millet
12-2025,North Eastern,Millet,26.63,34.52,25.89,6.91,Sandy,22.9,7.66,0.05,Millet
12-2025,North Eastern,Millet,36.54,31.8,42.96,6.87,Sandy Loam,39.6,9.16,0.559,Millet
12-2025,North Eastern,Millet,29.92,40.19,28.53,7.73,Sandy Loam,33.8,3.81,0.163,Millet
12-2025,North Eastern,Millet,36.06,31.48,27.95,5.85,Sandy Loam,33.5,9.07,0.575,Millet
12-2025,North Eastern,Millet,35.4,32.24,28.35,7.6,Sandy,30.9,5.77,0.236,Millet
12-2025,North Eastern,Millet,32.16,29.18,47.18,7.07,Sandy,14.9,9.47,0.322,Millet
12-2025,North Eastern,Millet,0.0,36.41,16.69,7.05,Sandy,21.2,9.72,0.05,Millet
12-2025,North Eastern,Millet,4.54,29.75,36.96,7.43,Sandy,25.8,4.15,0.199,Millet
12-2025,North Eastern,Millet,32.77,33.2,35.03,6.92,Sandy,27.7,8.82,0.146,Millet
12-2025,North Eastern,Millet,44.85,28.84,46.81,7.28,Sandy Loam,33.4,8.27,0.316,Millet
12-2025,North Eastern,Millet,58.22,34.01,46.44,6.58,Sandy,10.9,9.35,0.637,Millet
12-2025,North Eastern,Millet,27.69,33.54,27.9,6.97,Sandy Loam,52.9,2.3,0.402,Millet
12-2025,North Eastern,Millet,19.03,36.68,37.1,7.89,Sandy,19.2,7.08,0.05,Millet
12-2025,North Eastern,Millet,29.94,25.59,26.94,7.33,Sandy Loam,39.8,2.9,0.23,Millet
12-2025,North Eastern,Millet,53.9,31.77,29.11,6.51,Sandy,19.6,1.69,0.521,Millet
12-2025,North Eastern,Millet,40.82,36.52,42.62,6.98,Sandy,16.2,3.7,0.05,Millet
12-2025,North Eastern,Millet,23.25,39.94,33.89,7.48,Sandy,8.9,6.45,0.16,Millet
12-2025,North Eastern,Millet,45.84,37.13,40.03,6.96,Sandy Loam,37.7,1.52,0.364,Millet
12-2025,North Eastern,Millet,28.97,32.97,20.46,7.03,Sandy Loam,39.9,1.87,0.527,Millet
12-2025,North Eastern,Millet,0.08,33.23,32.13,8.04,Sandy Loam,31.8,3.98,0.05,Millet
12-2025,North Eastern,Millet,38.03,25.99,33.68,7.44,Sandy,22.6,1.52,0.345,Millet
12-2025,North Eastern,Millet,42.06,32.34,23.33,7.33,Sandy,19.4,3.33,0.192,Millet
12-2025,North Eastern,Millet,11.61,29.49,26.34,6.21,Sandy,20.5,7.33,0.05,Millet
12-2025,North Eastern,Millet,37.63,27.63,31.59,7.72,Sandy,27.9,7.67,0.364,Millet
12-2025,North Eastern,Millet,32.22,29.18,36.13,7.42,Sandy,30.3,1.98,0.575,Millet
01-2026,Central,Beans,63.08,17.0,80.84,6.37,Loam,49.4,4.74,0.656,Tea
01-2026,Central,Potatoes,39.15,17.77,76.05,6.52,Loam,51.0,5.58,2.167,Tea
01-2026,Central,Potatoes,72.7,20.7,78.53,6.04,Loam,51.8,7.19,5.127,Tea
01-2026,Central,Potatoes,93.61,18.06,73.72,6.39,Sandy Loam,39.5,6.15,3.094,Tea
01-2026,Central,Maize,28.47,19.36,70.45,6.36,Loam,45.9,3.46,1.668,Tea
01-2026,Central,Maize,93.12,18.52,70.48,5.72,Clay Loam,70.9,9.91,1.981,Tea
01-2026,Central,Beans,54.04,16.13,68.05,6.16,Sandy Loam,35.8,6.09,0.847,Tea
01-2026,Central,Tea,69.09,18.07,73.89,6.25,Clay Loam,67.3,3.15,2.753,Tea
01-2026,Central,Beans,94.59,18.61,57.85,5.85,Loam,68.0,0.8,1.183,Tea
01-2026,Central,Beans,145.69,19.66,64.71,7.0,Loam,65.6,8.9,1.18,Tea
01-2026,Central,Maize,63.62,19.31,79.96,6.48,Loam,54.4,0.68,1.848,Tea
01-2026,Central,Potatoes,53.48,15.64,80.62,6.17,Loam,38.9,9.88,3.257,Tea
01-2026,Central,Maize,46.95,16.22,62.04,6.49,Loam,71.4,7.25,0.727,Tea
01-2026,Central,Maize,103.88,19.85,78.09,6.3,Sandy Loam,48.4,1.05,0.864,Tea
01-2026,Central,Maize,45.38,12.32,70.39,6.33,Sandy Loam,31.6,7.79,0.701,Tea
01-2026,Central,Potatoes,63.76,15.89,72.6,6.31,Clay Loam,81.3,3.36,2.866,Tea
01-2026,Central,Tea,47.92,13.46,82.0,6.43,Loam,54.3,3.4,1.633,Tea
01-2026,Central,Beans,59.17,12.9,55.34,6.61,Clay Loam,79.6,8.74,1.126,Tea
01-2026,Central,Coffee,79.37,19.95,66.11,6.43,Loam,47.2,6.04,1.371,Tea
01-2026,Central,Maize,14.1,14.24,67.8,6.22,Clay Loam,61.5,2.03,0.87,Potatoes
01-2026,Central,Potatoes,33.32,15.32,57.62,6.59,Sandy Loam,35.9,6.29,4.285,Tea
01-2026,Central,Beans,19.37,22.05,76.16,6.77,Loam,63.9,2.83,0.497,Tea
01-2026,Central,Maize,45.09,17.01,78.22,6.42,Loam,47.9,9.52,1.429,Tea
01-2026,Central,Maize,90.52,21.89,60.54,6.55,Loam,56.6,9.92,1.785,Tea
01-2026,Central,Tea,34.66,20.38,86.77,6.35,Clay Loam,66.5,0.92,3.388,Tea
01-2026,Central,Maize,20.6,18.46,65.48,6.68,Sandy Loam,26.4,3.02,0.913,Tea
01-2026,Central,Beans,20.99,19.38,74.03,6.42,Sandy Loam,35.8,7.48,0.538,Tea
01-2026,Central,Coffee,0.0,17.76,77.15,5.78,Loam,45.4,0.71,0.56,Potatoes
01-2026,Central,Maize,65.5,15.73,66.42,6.44,Sandy Loam,32.1,6.96,1.859,Tea
01-2026,Central,Coffee,105.61,20.87,69.04,6.3,Clay Loam,79.8,6.63,1.061,Tea
01-2026,Central,Maize,46.52,14.28,72.57,6.21,Sandy Loam,39.8,3.47,1.673,Tea
01-2026,Central,Potatoes,18.8,21.17,66.22,6.37,Loam,54.9,3.98,4.106,Tea
01-2026,Central,Maize,34.33,20.78,72.89,6.21,Sandy Loam,40.8,4.14,1.763,Tea
01-2026,Rift Valley,Beans,52.06,27.67,58.47,5.48,Clay Loam,69.2,1.68,0.454,Tea
01-2026,Rift Valley,Millet,8.34,19.75,55.33,6.47,Clay Loam,57.6,7.78,0.24,Tea
01-2026,Rift Valley,Maize,43.69,21.48,55.38,5.74,Loam,66.4,4.52,2.086,Tea
01-2026,Rift Valley,Wheat,68.43,20.76,58.66,5.93,Volcanic,55.3,5.13,1.156,Tea
01-2026,Rift Valley,Maize,30.14,22.08,48.52,6.41,Sandy Loam,31.4,9.11,1.536,Tea
01-2026,Rift Valley,Maize,0.0,13.87,56.17,6.34,Volcanic,46.9,7.15,0.05,Potatoes
01-2026,Rift Valley,Wheat,47.82,15.54,56.48,5.17,Volcanic,54.7,1.83,0.877,Tea
01-2026,Rift Valley,Beans,0.0,18.44,51.69,5.84,Loam,57.4,5.05,0.05,Tea
01-2026,Rift Valley,Potatoes,40.44,21.93,51.51,6.7,Loam,40.7,4.68,3.867,Tea
01-2026,Rift Valley,Beans,0.0,21.38,66.76,5.8,Volcanic,44.2,1.97,0.511,Maize
01-2026,Rift Valley,Wheat,15.28,17.9,66.98,6.16,Loam,58.6,1.96,1.504,Tea
01-2026,Rift Valley,Wheat,0.0,23.79,74.36,5.75,Loam,54.4,7.08,0.178,Maize
01-2026,Rift Valley,Wheat,107.87,16.16,48.88,5.38,Sandy Loam,51.4,9.39,1.456,Tea
01-2026,Rift Valley,Maize,68.1,25.36,51.14,6.04,Volcanic,50.2,6.07,0.994,Tea
01-2026,Rift Valley,Potatoes,37.68,21.03,64.15,5.46,Clay Loam,75.1,6.51,2.699,Tea
01-2026,Rift Valley,Maize,69.86,13.22,79.82,7.17,Sandy Loam,44.6,9.97,0.769,Tea
01-2026,Rift Valley,Maize,31.66,21.52,60.46,5.97,Sandy Loam,15.7,1.15,2.039,Tea
01-2026,Rift Valley,Maize,76.72,21.47,63.83,5.71,Sandy Loam,38.7,3.65,2.182,Tea
01-2026,Rift Valley,Wheat,47.19,23.5,46.22,6.09,Loam,65.6,9.56,1.952,Tea
01-2026,Rift Valley,Beans,30.66,22.22,66.19,5.56,Volcanic,53.5,7.9,0.808,Tea
01-2026,Rift Valley,Maize,28.4,21.95,70.01,6.45,Sandy Loam,30.8,1.03,1.926,Tea
01-2026,Rift Valley,Beans,43.33,22.12,70.0,6.39,Clay Loam,72.3,2.77,0.94,Tea
01-2026,Rift Valley,Millet,78.66,19.22,51.62,6.29,Clay Loam,60.8,5.9,0.618,Tea
01-2026,Rift Valley,Maize,32.69,19.28,66.26,5.46,Sandy Loam,46.5,1.81,0.923,Tea
01-2026,Rift Valley,Beans,28.28,22.06,59.96,5.84,Volcanic,59.7,6.12,0.28,Tea
01-2026,Rift Valley,Maize,0.0,20.25,55.38,6.25,Loam,68.6,1.52,0.2,Beans
01-2026,Rift Valley,Maize,21.04,18.35,58.2,5.94,Sandy Loam,43.6,4.57,1.143,Tea
01-2026,Rift Valley,Millet,0.0,19.45,65.83,6.3,Sandy Loam,29.1,4.54,0.05,Beans
01-2026,Rift Valley,Potatoes,59.53,23.99,72.44,5.65,Clay Loam,60.5,4.0,4.675,Tea
01-2026,Rift Valley,Maize,10.01,24.39,63.69,5.44,Sandy Loam,21.4,4.56,0.89,Tea
01-2026,Rift Valley,Beans,28.6,15.74,56.82,6.18,Clay Loam,82.6,5.28,0.708,Tea
01-2026,Rift Valley,Maize,49.49,23.14,69.87,6.02,Sandy Loam,35.1,1.37,0.876,Tea
01-2026,Rift Valley,Tea,44.32,13.58,49.56,5.24,Sandy Loam,34.5,2.98,1.347,Tea
01-2026,Nyanza,Beans,0.0,27.46,73.68,5.86,Clay,67.0,5.19,0.058,Millet
01-2026,Nyanza,Millet,51.26,17.78,63.65,5.33,Sandy Loam,45.2,4.34,0.396,Maize
01-2026,Nyanza,Beans,9.98,23.07,75.97,5.49,Clay,100.0,9.39,0.47,Maize
01-2026,Nyanza,Beans,112.99,20.28,70.86,6.17,Clay,79.9,6.84,0.836,Maize
01-2026,Nyanza,Millet,95.74,17.9,71.44,5.49,Clay,87.3,3.41,0.711,Maize
01-2026,Nyanza,Millet,48.74,20.69,83.16,5.68,Clay Loam,67.9,2.87,0.844,Maize
01-2026,Nyanza,Maize,33.62,21.58,81.23,5.79,Clay,72.5,2.45,1.015,Maize
01-2026,Nyanza,Maize,84.42,24.32,74.61,7.04,Clay,95.7,2.13,1.35,Maize
01-2026,Nyanza,Maize,78.01,24.52,71.75,5.84,Clay,89.3,1.76,1.093,Maize
01-2026,Nyanza,Beans,63.53,21.39,75.04,6.1,Clay,83.4,6.28,0.969,Maize
01-2026,Nyanza,Beans,71.66,17.42,71.68,6.21,Clay,86.8,2.2,1.008,Maize
01-2026,Nyanza,Maize,17.7,23.95,91.43,6.32,Clay Loam,63.6,3.42,1.547,Maize
01-2026,Nyanza,Millet,64.59,20.59,76.04,5.07,Clay,81.7,3.61,0.379,Maize
01-2026,Nyanza,Maize,0.0,25.18,68.99,5.98,Clay Loam,66.2,3.85,0.762,Millet
01-2026,Nyanza,Maize,35.15,22.63,75.83,6.17,Clay,79.4,1.17,1.442,Maize
01-2026,Nyanza,Millet,39.98,21.37,61.26,5.78,Clay Loam,40.1,8.75,0.222,Maize
01-2026,Nyanza,Maize,22.38,23.63,70.1,5.89,Sandy Loam,39.4,4.24,0.448,Maize
01-2026,Nyanza,Maize,72.07,20.47,69.13,5.69,Clay Loam,57.6,0.8,2.034,Maize
01-2026,Nyanza,Maize,76.84,25.73,71.1,5.6,Clay Loam,58.3,6.02,1.301,Maize
01-2026,Nyanza,Maize,0.0,25.52,77.54,6.47,Sandy Loam,35.1,5.55,1.097,Millet
01-2026,Nyanza,Beans,34.71,23.07,71.26,5.59,Sandy Loam,44.9,6.22,0.509,Maize
01-2026,Nyanza,Maize,32.67,22.64,82.96,5.79,Clay Loam,65.3,7.76,1.979,Maize
01-2026,Nyanza,Maize,18.07,26.7,65.92,6.04,Clay,70.9,4.04,0.655,Maize
01-2026,Nyanza,Millet,44.44,19.56,68.23,6.6,Sandy Loam,56.8,2.08,0.162,Maize
01-2026,Nyanza,Maize,50.44,23.51,70.79,6.02,Sandy Loam,41.9,3.22,2.095,Maize
01-2026,Nyanza,Millet,44.9,21.72,72.48,6.79,Clay Loam,71.0,3.07,0.227,Maize
01-2026,Nyanza,Maize,88.09,22.34,76.8,5.3,Sandy Loam,43.5,7.52,2.097,Maize
01-2026,Nyanza,Millet,56.67,22.55,71.77,6.55,Clay,90.8,7.06,0.483,Maize
01-2026,Nyanza,Maize,51.12,21.64,76.39,4.72,Clay,68.5,9.9,1.106,Maize
01-2026,Nyanza,Maize,62.34,21.62,74.4,6.11,Clay,70.9,7.41,1.63,Maize
01-2026,Nyanza,Beans,0.0,23.67,71.59,5.12,Sandy Loam,48.5,4.8,0.05,Maize
01-2026,Nyanza,Maize,76.95,24.47,68.96,6.18,Clay Loam,73.8,7.68,1.807,Maize
01-2026,Nyanza,Beans,53.3,24.28,80.45,5.96,Clay,83.7,9.45,0.815,Maize
01-2026,Western,Maize,81.79,20.12,81.8,5.97,Loam,58.9,2.46,1.122,Tea
01-2026,Western,Maize,18.94,22.09,74.26,6.09,Sandy Loam,32.2,6.56,0.572,Tea
01-2026,Western,Tea,0.0,20.95,81.0,6.4,Sandy Loam,25.4,2.41,1.795,Beans
01-2026,Western,Maize,99.67,20.71,66.96,5.46,Sandy Loam,45.0,5.99,1.117,Tea
01-2026,Western,Millet,48.93,19.01,70.14,5.61,Loam,55.1,5.42,0.382,Tea
01-2026,Western,Maize,189.15,24.85,93.09,5.56,Loam,46.3,1.23,1.891,Tea
01-2026,Western,Millet,66.8,21.11,76.99,5.32,Loam,51.8,1.49,0.714,Tea
01-2026,Western,Beans,142.74,22.97,69.47,6.46,Clay Loam,67.6,9.23,0.807,Tea
01-2026,Western,Maize,24.3,22.99,74.38,6.81,Clay Loam,66.5,7.87,0.938,Tea
01-2026,Western,Millet,50.81,17.37,88.44,5.93,Sandy Loam,33.5,6.9,0.24,Tea
01-2026,Western,Maize,60.26,19.79,79.82,5.98,Clay Loam,59.3,9.99,1.632,Tea
01-2026,Western,Millet,51.18,18.44,78.78,5.73,Loam,65.0,2.83,0.381,Tea
01-2026,Western,Maize,45.9,22.31,70.78,5.88,Clay Loam,62.1,2.61,1.13,Tea
01-2026,Western,Maize,29.85,20.9,70.61,5.92,Clay Loam,66.6,4.02,1.138,Tea
01-2026,Western,Maize,0.0,21.8,84.62,6.17,Clay Loam,63.0,4.35,1.093,Maize
01-2026,Western,Maize,0.0,21.06,70.2,5.76,Clay Loam,57.8,8.36,0.05,Maize
01-2026,Western,Maize,57.64,17.35,72.43,6.45,Loam,51.0,9.44,1.18,Tea
01-2026,Western,Maize,65.13,19.55,79.32,6.07,Sandy Loam,30.0,7.77,2.105,Tea
01-2026,Western,Maize,25.1,19.44,84.84,6.16,Sandy Loam,44.3,3.92,1.652,Tea
01-2026,Western,Maize,116.32,21.66,75.66,5.89,Clay Loam,79.9,3.75,2.022,Tea
01-2026,Western,Millet,83.0,19.63,81.86,6.33,Clay Loam,68.5,5.44,0.709,Tea
01-2026,Western,Maize,27.86,19.37,78.09,6.32,Loam,49.2,3.2,1.657,Tea
01-2026,Western,Maize,69.67,23.29,85.79,6.25,Loam,44.7,9.87,1.159,Tea
01-2026,Western,Maize,100.53,18.12,82.34,6.38,Clay Loam,65.4,9.07,1.7,Tea
01-2026,Western,Millet,76.66,25.25,90.18,6.67,Sandy Loam,23.7,5.88,0.781,Tea
01-2026,Western,Beans,49.31,22.71,76.09,6.54,Loam,62.2,8.94,1.11,Tea
01-2026,Western,Millet,47.97,23.63,77.08,5.63,Clay Loam,73.7,4.63,0.387,Tea
01-2026,Western,Maize,0.0,24.28,73.68,5.71,Sandy Loam,28.4,4.69,0.189,Maize
01-2026,Western,Beans,33.96,18.41,74.7,5.9,Loam,51.3,0.6,0.907,Tea
01-2026,Western,Tea,4.65,24.41,82.89,5.55,Loam,27.0,7.02,2.48,Maize
01-2026,Western,Millet,28.41,21.98,80.12,6.05,Loam,45.8,8.66,0.561,Tea
01-2026,Western,Maize,106.41,22.5,74.47,5.71,Loam,60.3,0.93,1.02,Tea
01-2026,Western,Beans,69.02,22.84,81.98,6.03,Sandy Loam,42.1,0.68,0.908,Tea
01-2026,Eastern,Beans,37.5,30.96,50.32,6.48,Sandy Loam,34.1,8.08,0.116,Maize
01-2026,Eastern,Millet,80.05,24.24,45.19,6.42,Sandy,16.2,1.89,0.692,Maize
01-2026,Eastern,Beans,48.17,21.69,62.5,5.84,Sandy,35.8,2.84,0.479,Maize
01-2026,Eastern,Millet,27.76,29.05,49.99,4.98,Sandy,24.4,6.92,0.187,Maize
01-2026,Eastern,Millet,72.69,24.73,62.88,5.55,Loam,70.9,5.78,0.939,Maize
01-2026,Eastern,Maize,0.0,23.85,57.54,7.13,Sandy Loam,33.7,3.75,1.104,Maize
01-2026,Eastern,Beans,53.95,28.98,56.39,7.0,Sandy,25.5,1.38,0.989,Maize
01-2026,Eastern,Beans,30.8,29.26,38.46,6.72,Sandy,23.1,8.09,0.33,Maize
01-2026,Eastern,Maize,72.69,33.72,63.39,6.32,Sandy,26.8,8.1,0.632,Maize
01-2026,Eastern,Beans,23.18,24.4,48.94,5.87,Sandy,25.6,6.42,0.133,Maize
01-2026,Eastern,Beans,27.4,23.69,39.46,5.81,Sandy Loam,28.8,3.22,0.674,Maize
01-2026,Eastern,Maize,6.58,24.65,52.76,6.09,Loam,51.1,4.38,1.448,Maize
01-2026,Eastern,Beans,0.0,28.91,45.48,5.35,Sandy,7.1,4.58,0.307,Millet
01-2026,Eastern,Millet,57.94,26.12,48.88,5.81,Sandy,20.6,0.82,0.897,Maize
01-2026,Eastern,Millet,63.48,27.84,45.26,5.56,Loam,51.2,6.8,0.945,Maize
01-2026,Eastern,Beans,86.39,26.82,64.84,6.93,Sandy Loam,47.5,8.03,0.987,Maize
01-2026,Eastern,Millet,9.33,25.05,43.54,5.43,Sandy Loam,31.5,5.84,0.061,Maize
01-2026,Eastern,Maize,63.84,24.33,57.44,6.56,Sandy,28.8,7.91,1.662,Maize
01-2026,Eastern,Maize,0.0,25.56,38.27,6.85,Loam,49.7,6.97,1.048,Millet
01-2026,Eastern,Beans,50.43,23.41,55.14,5.59,Loam,43.4,5.26,0.477,Maize
01-2026,Eastern,Beans,38.45,27.36,41.75,6.86,Sandy Loam,28.0,5.14,0.292,Maize
01-2026,Eastern,Maize,95.1,27.56,52.23,7.06,Sandy,27.8,5.06,1.815,Maize
01-2026,Eastern,Beans,39.72,27.14,56.82,6.42,Loam,34.6,8.48,0.951,Maize
01-2026,Eastern,Maize,8.94,19.91,51.7,6.8,Sandy,11.2,3.96,0.88,Maize
01-2026,Eastern,Maize,25.22,22.82,49.29,6.7,Sandy,18.6,9.37,1.424,Maize
01-2026,Eastern,Maize,74.74,19.89,51.57,6.33,Sandy Loam,51.1,7.38,1.628,Maize
01-2026,Eastern,Beans,30.05,24.11,25.62,7.06,Sandy,15.5,4.58,0.394,Maize
01-2026,Eastern,Beans,28.6,16.05,56.89,6.14,Loam,49.8,3.57,0.381,Maize
01-2026,Eastern,Beans,17.34,24.92,50.76,7.5,Sandy Loam,48.7,7.75,0.148,Maize
01-2026,Eastern,Millet,0.0,25.18,68.55,6.87,Sandy Loam,47.9,8.31,0.05,Millet
01-2026,Eastern,Maize,27.42,24.32,54.53,6.6,Sandy Loam,42.8,3.69,0.654,Maize
01-2026,Eastern,Maize,27.6,22.13,58.85,6.94,Loam,45.1,1.98,1.117,Maize
01-2026,Eastern,Millet,72.42,28.01,18.95,5.89,Sandy Loam,31.0,8.61,0.696,Maize
01-2026,Coastal,Beans,9.37,26.94,70.48,5.85,Sandy,25.6,3.47,0.232,Maize
01-2026,Coastal,Maize,0.0,27.73,82.78,6.74,Sandy,26.4,3.43,0.96,Millet
01-2026,Coastal,Beans,65.16,29.25,79.59,5.81,Clay Loam,62.6,7.67,0.747,Maize
01-2026,Coastal,Maize,76.37,30.9,74.19,5.95,Clay Loam,59.1,6.77,1.298,Maize
01-2026,Coastal,Beans,43.3,29.12,76.03,5.86,Sandy Loam,40.7,6.72,0.957,Maize
01-2026,Coastal,Maize,52.7,30.6,83.54,4.91,Sandy Loam,43.9,2.41,0.778,Maize
01-2026,Coastal,Maize,0.0,27.7,81.2,6.38,Sandy Loam,18.3,7.0,0.17,Millet
